original_path	archived_path	artifact_type	size_bytes	sha256	git_status	reason
docs/superpowers/specs/2026-07-15-additive-r-visualizations-design.md	archive_noncanonical/2026-08-17_pre_remediation/snapshot/docs/superpowers/specs/2026-07-15-additive-r-visualizations-design.md	file	3901	13e915a294d0dc54f57ba44e152853c16a6a46f226493ddeddd42af9500dbb6a	tracked	pre-remediation noncanonical artifact; preserved for audit only
docs/superpowers/specs/2026-08-14-concatenated-organelle-bootstrap-design.md	archive_noncanonical/2026-08-17_pre_remediation/snapshot/docs/superpowers/specs/2026-08-14-concatenated-organelle-bootstrap-design.md	file	4753	d41d310f5433ead94d5e3ca9a55b618d05a9dfd212c8b19849e261ef7d1e7067	tracked	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/HEAD	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/HEAD	file	21	28d25bf82af4c0e2b72f50959b2beb859e3e60b9630a5e8c603dad4ddb2b6e80	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/config	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/config	file	304	b3169d084a4bd2769be64a9e4605fd3f48def555e9663cfea6d88d3e5ab3b280	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/description	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/description	file	73	85ab6c163d43a17ea9cf7788308bca1466f1b0a8d1cc92e26e9bf63da4062aee	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/applypatch-msg.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/applypatch-msg.sample	file	478	0223497a0b8b033aa58a3a521b8629869386cf7ab0e2f101963d328aa62193f7	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/commit-msg.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/commit-msg.sample	file	896	1f74d5e9292979b573ebd59741d46cb93ff391acdd083d340b94370753d92437	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/fsmonitor-watchman.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/fsmonitor-watchman.sample	file	4726	e0549964e93897b519bd8e333c037e51fff0f88ba13e086a331592bf801fa1d0	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/post-update.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/post-update.sample	file	189	81765af2daef323061dcbc5e61fc16481cb74b3bac9ad8a174b186523586f6c5	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/pre-applypatch.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/pre-applypatch.sample	file	424	e15c5b469ea3e0a695bea6f2c82bcf8e62821074939ddd85b77e0007ff165475	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/pre-commit.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/pre-commit.sample	file	1643	f9af7d95eb1231ecf2eba9770fedfa8d4797a12b02d7240e98d568201251244a	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/pre-merge-commit.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/pre-merge-commit.sample	file	416	d3825a70337940ebbd0a5c072984e13245920cdf8898bd225c8d27a6dfc9cb53	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/pre-push.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/pre-push.sample	file	1374	ecce9c7e04d3f5dd9d8ada81753dd1d549a9634b26770042b58dda00217d086a	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/pre-rebase.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/pre-rebase.sample	file	4898	4febce867790052338076f4e66cc47efb14879d18097d1d61c8261859eaaa7b3	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/pre-receive.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/pre-receive.sample	file	544	a4c3d2b9c7bb3fd8d1441c31bd4ee71a595d66b44fcf49ddb310252320169989	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/prepare-commit-msg.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/prepare-commit-msg.sample	file	1492	e9ddcaa4189fddd25ed97fc8c789eca7b6ca16390b2392ae3276f0c8e1aa4619	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/push-to-checkout.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/push-to-checkout.sample	file	2783	a53d0741798b287c6dd7afa64aee473f305e65d3f49463bb9d7408ec3b12bf5f	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/sendemail-validate.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/sendemail-validate.sample	file	2308	44ebfc923dc5466bc009602f0ecf067b9c65459abfe8868ddc49b78e6ced7a92	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/hooks/update.sample	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/hooks/update.sample	file	3650	8d5f2fa83e103cf08b57eaa67521df9194f45cbdbcb37da52ad586097a14d106	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/index	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/index	file	3592	14841c351529ec3daf5aab323b1609dd1e6c2774be46702c13f2ae9eafd04484	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/info/exclude	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/info/exclude	file	240	6671fe83b7a07c8932ee89164d1f2793b2318058eb8b98dc5c06ee0a5a3b0ec1	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/logs/HEAD	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/logs/HEAD	file	227	b934f819ebb0a9773899421e4efab9ef5711083454816e9336ab38a3f66968d9	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/logs/refs/heads/main	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/logs/refs/heads/main	file	227	b934f819ebb0a9773899421e4efab9ef5711083454816e9336ab38a3f66968d9	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/logs/refs/remotes/origin/HEAD	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/logs/refs/remotes/origin/HEAD	file	227	b934f819ebb0a9773899421e4efab9ef5711083454816e9336ab38a3f66968d9	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/objects/pack/pack-c190cbe7e43f7e9b8d60bd329b656dc2b03c9198.idx	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/objects/pack/pack-c190cbe7e43f7e9b8d60bd329b656dc2b03c9198.idx	file	2192	d6439d577b56c013b7b25dddab1588a7dd8b086fe43ee903bf5791c17de781ca	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/objects/pack/pack-c190cbe7e43f7e9b8d60bd329b656dc2b03c9198.pack	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/objects/pack/pack-c190cbe7e43f7e9b8d60bd329b656dc2b03c9198.pack	file	47084	03cd8d0abedeaa445005347bcecfad2f5f0cef1a6cd348cc992a7d459991274c	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/objects/pack/pack-c190cbe7e43f7e9b8d60bd329b656dc2b03c9198.rev	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/objects/pack/pack-c190cbe7e43f7e9b8d60bd329b656dc2b03c9198.rev	file	212	950a548244760f141c0aae2181f177e8225aa25d20a5b7783d4409caeb183cfa	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/packed-refs	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/packed-refs	file	112	c4401359f629da1408c1658fd3268ff9158273a6cfd2be278debfcf278adb333	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/refs/heads/main	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/refs/heads/main	file	41	bde4c30260ca6d6f6071a721b358fbc2154a45abd77d3a68f457a47af986e458	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/refs/remotes/origin/HEAD	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/refs/remotes/origin/HEAD	file	30	2bb6a24aa0fc6c484100f5d51a29bbad841cd2c755f5d93faa204e5dbb4eb2b4	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.git/shallow	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.git/shallow	file	41	bde4c30260ca6d6f6071a721b358fbc2154a45abd77d3a68f457a47af986e458	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/.gitignore	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/.gitignore	file	341	4d16040d8d8f251d1c4bec0f19fccd25d819d50a32c84c14c84e9465291019c7	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/README.md	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/README.md	file	5174	18ce661ed583ee2023b0e54063b11ff637b1bb9b0b992ec622dcc3c6cce5f772	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/scripts/du#_pop_dictionary.json	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/scripts/du#_pop_dictionary.json	file	66027	85553bdeadebd2c3409c0f64d22afa097f1084c10edf9a3d14fc7726d6116919	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/scripts/extract_fastp.py	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/scripts/extract_fastp.py	file	1423	355aaa0e3067545a53c60c8359f8e2c491246df83248f838cf8e32cc9f617fef	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/angsd_pcangsd.sh	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/angsd_pcangsd.sh	file	1996	2eb740769b4fb9a2f9a374ac0e7ec1cece8764c897e5c8601e0d82bcf5226f30	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/bwa_samtools.sh	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/bwa_samtools.sh	file	2280	eef1d770e608d156cb2d6b0f5702233b2a67bb0f2ccc7d4b742f6bb39ee79693	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/fastp.sh	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/fastp.sh	file	1771	79826b489d35af99abb1d1c1dc722260de4212d362c7a5d634ef2763dd921dd9	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/filter_map_index.sh	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/filter_map_index.sh	file	2705	9e298a4a74f1049dfd986bb7a3bb5b7927fd5f1d1d5fe502e145f76856660f71	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/samtools_depth.sh	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/scripts/manual-pipeline/samtools_depth.sh	file	955	af191b8d9da9a676295d70303513abb03e977f5ee33fe47028db20a0810e95cb	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/scripts/query_du#_pop_dictionary.py	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/scripts/query_du#_pop_dictionary.py	file	1424	970b53383cace47ee1e8cdded19b2015107393216bbd4ef640d74bb1cb5cd843	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/scripts/update_sample_config.py	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/scripts/update_sample_config.py	file	14923	3931415f8ebb48e752e42d0b0fdfc9cba2ed1b1b26cb0e33f4f94692ef1f7a64	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/12-samples-lab8.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/12-samples-lab8.yaml	file	3168	74cfc380e28fa120fdc3429b1e06cc913175d881bf6e6fba03a38c1cc703d375	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/biol173-clones.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/biol173-clones.yaml	file	3885	5a9f828c4a89daaa7d472a390a6ef71cc4559f4cc8fc1d145087283d9ea96680	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/biol173-multi-pop-clones.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/biol173-multi-pop-clones.yaml	file	14862	ce483f0a46eaf1981dd30523aea5b1f33bf0c6d9a4bdc933c3829a34dfe6d3b0	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/biol173-multi-pop.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/biol173-multi-pop.yaml	file	12354	4de3d9e6eace746f2b01b1ec6bd6f8f651a20ba708e68e1e4f86698b7ca950ae	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/biol173-quicksilver.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/biol173-quicksilver.yaml	file	10295	de70f57e39e0835a34b8a4d181f3b6b6a7d3c00ea7f1398cd805f40b1c7f67d6	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/chroms.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/chroms.txt	file	221	744d56ca815e4e162b605a21e334f563c53485ecd090bb2d539ec699e9ec256c	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/config.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/config.yaml	file	450	df5de7bbef9f9dd69cc806d7aa02baffdb894b9024398e05650a85cb309b18f4	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/samples.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/samples.yaml	file	69202	4fa381a5829275c8a87e0748cbda70948a48b352fbc9c97c27e6122e4961bf84	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/test-genomes.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/config/test-genomes.yaml	file	4053	e9987e3d17e00eae344054acb64aec47a4e2b0c5669ca04d9d97e57379895cc1	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/Snakefile	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/Snakefile	file	15451	ca4b3eec36d5b6cfab107affacbc6eff16bae0e6b86d139fcd710ab6d0b3ddce	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/envs/bwa_samtools.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/envs/bwa_samtools.yaml	file	90	849f511dfb2bfad2f6a46c568bfb6f41b3862445907eb587f14faecb2d895cee	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/envs/fastp.yaml	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/envs/fastp.yaml	file	72	f1f088b2dfea05b2ce90f87ce2eaf8d65ba5ad274a45121f9ce7cf0ed3c79344	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/__pycache__/pcangsd_visualize.cpython-313.pyc	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/__pycache__/pcangsd_visualize.cpython-313.pyc	file	6910	801b4b3a2c79ced76eaa4b993bec0a0a1b345f93457e49b5470b7d1d99d18485	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/aggregate_qc.py	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/aggregate_qc.py	file	7361	4c4cd0bddec06fb1d157a9eddcbb479bcf554ef4b686052351bf15f711bec714	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/iqtree_visualize.py	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/iqtree_visualize.py	file	1134	f7577fb870e398c1f2ef54adc2e31042ae5dcc2b6e91dd53dbaf5cc5b6e3a0e0	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/pcangsd_visualize.py	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/pcangsd_visualize.py	file	7699	e5a2476ef67d92089f258e8432d68adea684db449cf5272f9acccc52bfc48466	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/pcangsd_visualize_cli.py	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/pcangsd_visualize_cli.py	file	8542	04f4e0d4c63fec661c30acab29b9c806c1aafd63c203868f403cf9a22f3f5b4c	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/vcf2phylip.py	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/scripts/vcf2phylip.py	file	20510	62a9568bbf62c8a9582a27e76ba5bc4b67f5415a5de37985780756a808869919	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/submit_snakemake.sh	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_conservation_genomics_pipeline/snakemake-pipeline/workflow/submit_snakemake.sh	file	1118	c25611d4737c7df6f61e1d51581f7b428728fa054cae77276d104999bb4185f5	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/PROCESS.md	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/PROCESS.md	file	6031	5bcd8fdd18e3c4deb6c0f3d35a5e20a06a2a4d35c9eb0c4c10cda0095cf35552	tracked	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/README.md	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/README.md	file	31755	ad51963e21eb02109cd29f78fd5b01b81ff1b7fc7e17e0e7b4befaef9fae100a	tracked	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/__init__.py	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/__init__.py	file	55	1c4266d03d3d32dd87d5e87b39c77b8596c6b32320c404d609bf8d8e683f0656	tracked	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/__pycache__/__init__.cpython-312.pyc	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/__pycache__/__init__.cpython-312.pyc	file	254	2bee5e089354b677452000d71325367bf9db1c849ab3cd30eba272e4ec60b788	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/__pycache__/__init__.cpython-313.pyc	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/__pycache__/__init__.cpython-313.pyc	file	254	efb678ec9878a63d12253da586b3cb75b6d9681994e5b9f4daea613ed31f7a36	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/__pycache__/__init__.cpython-314.pyc	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/__pycache__/__init__.cpython-314.pyc	file	256	f73c9cb2ecd675777a360a63c706b8ddda4e8fd67c3196cc646efc9af9abc9ed	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/__pycache__/admixture_analysis.cpython-313.pyc	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/__pycache__/admixture_analysis.cpython-313.pyc	file	33084	aed12ff28e2572d13b2e8b488d8f120274c1a2853e9a00971f8892f491861e26	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/__pycache__/admixture_analysis.cpython-314.pyc	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/__pycache__/admixture_analysis.cpython-314.pyc	file	36962	c3f4960a53581ce9f65c81497ef4cc80f07839a63d890b34f293e46d1e1443d9	local-only	pre-remediation noncanonical artifact; preserved for audit only
